Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size (KB),Description,Language,Repo URL
152,nrepl,811,98,811,40,2010-09-21T20:22:01Z,2025-03-27T21:23:43Z,2532,"A Clojure network REPL that provides a server and client, along with some common APIs of use to IDEs and other tools that may need to evaluate Clojure code in remote environments.",Clojure,https://github.com/nrepl/nrepl
153,re-com,811,143,811,49,2014-07-14T08:54:29Z,2025-03-24T23:26:24Z,6576,A ClojureScript library of reusable components for Reagent,Clojure,https://github.com/day8/re-com
154,sicmutils,806,69,806,13,2014-09-08T17:20:51Z,2024-03-22T05:30:38Z,5840,"Computer Algebra, Physics and Differential Geometry in Clojure.",Clojure,https://github.com/sicmutils/sicmutils
155,pallet,804,115,804,125,2010-02-17T16:03:03Z,2018-05-25T15:44:26Z,13561,Automates controlling and provisioning cloud server instances. DevOps for the JVM.,Clojure,https://github.com/pallet/pallet
156,next-jdbc,797,92,797,0,2019-01-10T06:00:30Z,2025-03-27T17:31:00Z,1218,A modern low-level Clojure wrapper for JDBC-based access to databases.,Clojure,https://github.com/seancorfield/next-jdbc
157,vr-logorrhoe,788,0,788,0,2019-05-02T06:08:50Z,2019-05-02T06:10:18Z,524,,Clojure,https://github.com/voicerepublic/vr-logorrhoe
158,Nightlight,787,36,787,13,2016-09-28T02:41:05Z,2019-12-26T00:11:40Z,3235,An embedded editor for Clojure,Clojure,https://github.com/oakes/Nightlight
159,secretary,772,64,772,23,2012-03-11T03:09:13Z,2020-12-13T18:45:07Z,175,A client-side router for ClojureScript.,Clojure,https://github.com/clj-commons/secretary
160,dirac,770,30,770,20,2015-12-15T00:37:56Z,2022-08-26T16:03:55Z,248406,A Chrome DevTools fork for ClojureScript developers,Clojure,https://github.com/binaryage/dirac
161,aero,769,60,769,18,2015-05-15T09:08:54Z,2025-02-10T10:49:15Z,284,"A small library for explicit, intentful configuration.",Clojure,https://github.com/juxt/aero
162,flow-storm-debugger,761,35,761,22,2020-09-08T11:03:02Z,2025-03-26T15:26:45Z,52250,A debugger for Clojure and ClojureScript with some unique features.,Clojure,https://github.com/flow-storm/flow-storm-debugger
163,dommy,760,72,760,12,2013-01-13T08:30:11Z,2018-01-07T00:14:06Z,345,A tiny ClojureScript DOM manipulation and event library,Clojure,https://github.com/plumatic/dommy
164,clojure-opennlp,756,82,756,4,2010-02-17T01:47:08Z,2018-11-27T14:37:14Z,33612,Natural Language Processing in Clojure (opennlp),Clojure,https://github.com/dakrone/clojure-opennlp
165,aws-api,747,101,747,62,2018-07-27T13:09:18Z,2025-02-26T18:26:12Z,1243,"AWS, data driven",Clojure,https://github.com/cognitect-labs/aws-api
166,noir,737,78,737,23,2011-05-11T00:19:29Z,2012-12-13T23:35:54Z,780,A framework for writing web applications in clojure.,Clojure,https://github.com/noir-clojure/noir
167,tools.cli,733,52,733,1,2011-04-20T11:30:22Z,2024-12-04T05:58:34Z,454,Command-line processing,Clojure,https://github.com/clojure/tools.cli
168,squint,731,49,731,18,2022-08-13T12:52:45Z,2025-03-19T13:23:07Z,2400,Light-weight ClojureScript dialect,Clojure,https://github.com/squint-cljs/squint
169,java.jdbc,727,141,727,0,2011-04-17T11:36:42Z,2024-10-04T20:40:22Z,2108,JDBC from Clojure (formerly clojure.contrib.sql),Clojure,https://github.com/clojure/java.jdbc
170,missionary,724,30,724,49,2018-06-02T13:33:14Z,2025-03-06T19:51:50Z,541,A functional effect and streaming system for Clojure/Script,Clojure,https://github.com/leonoel/missionary
171,lamina,710,57,710,0,2010-11-03T02:48:01Z,2015-09-15T15:59:17Z,4589,not under active development - event-driven workflows for clojure,Clojure,https://github.com/ztellman/lamina
172,ethlance,706,125,706,5,2016-11-20T23:18:10Z,2025-03-10T14:42:41Z,24849,Ethlance is the first job market platform built entirely on the Ethereum blockchain. Free to use forever!,Clojure,https://github.com/district0x/ethlance
173,core.matrix,706,113,706,73,2013-01-03T02:29:15Z,2022-12-07T13:09:38Z,5147,core.matrix : Multi-dimensional array programming API for Clojure,Clojure,https://github.com/mikera/core.matrix
174,cider-nrepl,700,179,700,35,2013-12-21T15:27:38Z,2025-03-27T21:25:27Z,3589,"A collection of nREPL middleware to enhance Clojure editors with common functionality like definition lookup, code completion, etc. ",Clojure,https://github.com/clojure-emacs/cider-nrepl
175,tech.ml.dataset,700,35,700,27,2019-02-14T17:07:02Z,2025-03-19T23:52:11Z,9420,A Clojure high performance data processing system,Clojure,https://github.com/techascent/tech.ml.dataset
176,jet,696,42,696,10,2019-07-18T17:30:47Z,2024-10-03T17:03:58Z,354,"CLI to transform between JSON, EDN, YAML and Transit using Clojure",Clojure,https://github.com/borkdude/jet
177,rebel-readline,695,38,695,69,2018-01-12T16:56:51Z,2025-02-08T19:46:18Z,408,Terminal readline library for Clojure dialects,Clojure,https://github.com/bhauman/rebel-readline
178,sablono,695,66,695,17,2013-12-21T10:29:21Z,2020-08-04T21:21:30Z,675,Lisp/Hiccup style templating for Facebook's React in ClojureScript.,Clojure,https://github.com/r0man/sablono
179,hugsql,694,52,694,4,2015-10-07T16:24:10Z,2024-12-02T14:27:33Z,1319,A Clojure library for embracing SQL,Clojure,https://github.com/layerware/hugsql
180,krell,686,36,686,12,2020-03-23T17:40:12Z,2024-06-13T17:59:44Z,574,Simple ClojureScript React Native Tooling,Clojure,https://github.com/vouch-opensource/krell
181,clj-pdf,678,103,678,45,2012-04-11T04:23:22Z,2024-12-13T15:18:18Z,16637,PDF generation library for Clojure,Clojure,https://github.com/clj-pdf/clj-pdf
182,lambdacd,676,58,676,25,2014-09-14T10:08:11Z,2023-01-27T10:32:48Z,21548,a library to define a continuous delivery pipeline in code,Clojure,https://github.com/flosell/lambdacd
183,cljs-ajax,671,137,671,25,2013-04-09T18:08:17Z,2024-06-06T13:41:25Z,380,simple asynchronous Ajax client for ClojureScript and Clojure,Clojure,https://github.com/JulianBirch/cljs-ajax
184,codox,667,97,667,48,2011-10-30T04:43:00Z,2024-08-14T18:05:12Z,585,Clojure documentation tool,Clojure,https://github.com/weavejester/codox
185,tools.nrepl,666,80,666,5,2010-10-12T13:31:53Z,2024-07-15T17:53:35Z,852,"A Clojure network REPL that provides a server and client, along with some common APIs of use to IDEs and other tools that may need to evaluate Clojure code in remote environments.",Clojure,https://github.com/clojure/tools.nrepl
186,migratus,662,95,662,23,2011-12-02T21:58:26Z,2025-01-05T22:58:37Z,652,MIGRATE ALL THE THINGS!,Clojure,https://github.com/yogthos/migratus
187,precept,660,33,660,38,2017-03-07T21:04:02Z,2022-12-06T17:35:30Z,1325,A declarative programming framework,Clojure,https://github.com/CoNarrative/precept
188,slingshot,654,28,654,13,2011-06-13T13:35:20Z,2019-10-21T14:06:32Z,403,Enhanced try and throw for Clojure leveraging Clojure's capabilities,Clojure,https://github.com/scgilardi/slingshot
189,hickory,652,52,652,12,2012-05-17T07:36:22Z,2025-03-13T20:04:54Z,279,HTML as data,Clojure,https://github.com/clj-commons/hickory
190,luminus-template,648,145,648,33,2012-12-24T00:44:06Z,2023-09-16T22:43:47Z,2958,a template project for the Luminus framework,Clojure,https://github.com/luminus-framework/luminus-template
191,figwheel-main,645,93,645,107,2018-06-27T11:36:20Z,2025-02-18T15:55:17Z,2440,Figwheel Main provides tooling for developing ClojureScript applications,Clojure,https://github.com/bhauman/figwheel-main
192,lein-droid,644,57,644,27,2012-04-28T21:04:16Z,2019-02-13T14:12:24Z,728,A Leiningen plugin for building Clojure/Android projects,Clojure,https://github.com/clojure-android/lein-droid
193,re-frame-10x,643,69,643,25,2016-11-04T06:16:37Z,2025-02-18T21:31:56Z,18115,A debugging dashboard for re-frame.  X-ray vision as tooling.,Clojure,https://github.com/day8/re-frame-10x
194,asami,643,29,643,68,2018-04-09T20:10:47Z,2022-03-30T19:13:38Z,34706,A graph store for Clojure and ClojureScript,Clojure,https://github.com/threatgrid/asami
195,helix,643,53,643,16,2019-11-22T16:53:30Z,2024-08-04T17:08:51Z,3485,"A simple, easy to use library for React development in ClojureScript.",Clojure,https://github.com/lilactown/helix
196,claypoole,637,28,637,6,2014-02-11T18:35:57Z,2024-09-15T20:54:28Z,315,Claypoole: Threadpool tools for Clojure,Clojure,https://github.com/clj-commons/claypoole
197,docjure,633,130,633,35,2010-03-30T16:07:09Z,2025-01-04T20:56:03Z,642,Read and write Office documents from Clojure,Clojure,https://github.com/mjul/docjure
198,spacewar,631,62,631,6,2018-09-03T20:51:55Z,2025-03-27T15:20:51Z,552,Space War starting in Episode 55 of cleancoders.com,Clojure,https://github.com/unclebob/spacewar
199,pathom,624,62,624,14,2017-07-28T00:37:35Z,2024-01-09T00:27:52Z,21742,Pathom is a Clojure(script) engine for processing EQL requests.,Clojure,https://github.com/wilkerlucio/pathom
200,dot-clojure,622,100,622,0,2018-03-15T16:57:13Z,2025-03-22T19:05:26Z,236,My .clojure/deps.edn file,Clojure,https://github.com/seancorfield/dot-clojure
201,orchestra,621,25,621,9,2017-03-29T06:33:55Z,2021-01-01T20:39:28Z,194,Complete instrumentation for clojure.spec,Clojure,https://github.com/jeaye/orchestra
202,klangmeister,619,22,619,9,2015-12-26T08:21:55Z,2020-01-08T19:57:23Z,2404,A musical scratchpad.,Clojure,https://github.com/ctford/klangmeister
203,ragtime,619,84,619,19,2011-11-19T19:06:18Z,2024-12-03T16:15:12Z,427,Database-independent migration library,Clojure,https://github.com/weavejester/ragtime
204,atea,617,24,617,23,2012-02-16T15:16:56Z,2012-03-03T02:31:59Z,1346,A minimalistic menu bar time tracker for MacOS,Clojure,https://github.com/pkamenarsky/atea
205,enlive-tutorial,615,80,615,20,2010-01-26T05:32:55Z,2019-01-02T02:15:15Z,365,An Easy Introduction to Enlive,Clojure,https://github.com/swannodette/enlive-tutorial
206,tick,616,56,616,6,2016-10-26T15:41:33Z,2025-03-18T09:10:07Z,3305,Time as a value.,Clojure,https://github.com/juxt/tick
207,quiescent,612,46,612,4,2014-02-07T17:18:36Z,2017-12-11T21:04:43Z,234,A lightweight ClojureScript abstraction over ReactJS,Clojure,https://github.com/levand/quiescent
208,reveal,610,21,610,14,2020-02-17T20:46:21Z,2024-12-26T19:25:12Z,8555,Read Eval Visualize Loop for Clojure,Clojure,https://github.com/vlaaad/reveal
209,tools.namespace,609,62,609,1,2011-04-22T16:59:54Z,2024-07-15T17:53:46Z,600,Tools for managing namespaces in Clojure,Clojure,https://github.com/clojure/tools.namespace
210,SQLiDetector,609,108,609,2,2022-07-27T12:04:11Z,2025-03-23T02:35:54Z,17163,"Simple python script supported with BurpBouty profile that helps you to detect SQL injection ""Error based"" by sending multiple requests with 14 payloads and checking for 152 regex patterns for different databases.",Clojure,https://github.com/eslam3kl/SQLiDetector
211,system,608,76,608,12,2014-07-25T02:05:15Z,2024-11-12T20:12:34Z,1975,Reloaded components à la carte,Clojure,https://github.com/danielsz/system
212,pretty,606,28,606,1,2013-10-18T20:53:32Z,2025-02-23T23:26:24Z,2639,"Library for helping print things prettily, in Clojure - ANSI fonts, formatted exceptions",Clojure,https://github.com/clj-commons/pretty
213,precursor,605,43,605,8,2014-09-27T00:02:10Z,2024-05-17T21:30:33Z,51396,Create mockups with real-time collaboration,Clojure,https://github.com/PrecursorApp/precursor
214,flambo,605,84,605,13,2014-01-07T19:42:06Z,2018-07-31T18:22:41Z,729,A Clojure DSL for Apache Spark,Clojure,https://github.com/sorenmacbeth/flambo
215,ghostwheel,602,14,602,15,2018-06-26T19:38:50Z,2024-02-17T10:42:10Z,462,Hassle-free inline clojure.spec with semi-automatic generative testing and side effect detection,Clojure,https://github.com/gnl/ghostwheel
216,rewrite-clj,600,57,600,37,2013-07-19T11:22:41Z,2025-03-28T14:24:34Z,8628,Rewrite Clojure code and edn,Clojure,https://github.com/clj-commons/rewrite-clj
217,programming-clojure,599,137,599,6,2008-12-08T15:03:04Z,2021-01-13T23:50:25Z,27888,Sample code for the book,Clojure,https://github.com/stuarthalloway/programming-clojure
218,cljs-electron,597,52,597,0,2015-01-02T20:03:37Z,2020-04-07T16:20:37Z,113,ClojureScript + Electron + Figwheel + Reagent  = ❤❤❤,Clojure,https://github.com/Gonzih/cljs-electron
219,clojurecademy,596,48,596,7,2017-10-17T11:22:35Z,2020-06-04T08:54:34Z,547,Clojurecademy Web Application,Clojure,https://github.com/clojurecademy/clojurecademy
220,membrane,596,20,596,40,2020-03-11T18:44:29Z,2025-03-23T21:52:20Z,33627,A Simple UI Library That Runs Anywhere,Clojure,https://github.com/phronmophobic/membrane
221,spec-tools,595,93,595,69,2016-06-22T12:23:25Z,2024-10-11T08:22:44Z,1192,Clojure(Script) tools for clojure.spec,Clojure,https://github.com/metosin/spec-tools
222,spectrum,593,20,593,14,2016-07-04T19:43:52Z,2021-04-17T12:41:59Z,1379,,Clojure,https://github.com/arohner/spectrum
223,re-frame-template,592,89,592,0,2015-03-02T21:30:15Z,2025-02-18T22:51:22Z,1272,A Leiningen template for creating a re-frame application (client only) with a shadow-cljs build.,Clojure,https://github.com/day8/re-frame-template
224,ubergraph,591,34,591,8,2014-04-08T20:54:39Z,2024-05-15T09:34:35Z,428,An all-purpose Clojure graph data structure that implements Loom protocols and more.,Clojure,https://github.com/Engelberg/ubergraph
225,automat,589,48,589,15,2013-08-11T03:27:32Z,2018-09-09T08:08:06Z,602,better automata through combinators,Clojure,https://github.com/ztellman/automat
226,postal,589,86,589,39,2009-04-20T23:29:09Z,2024-04-10T02:40:58Z,252,Clojure email support,Clojure,https://github.com/drewr/postal
227,spyscope,589,35,589,10,2012-10-20T22:47:57Z,2019-12-25T12:22:15Z,39,Trace-oriented debugging tools for Clojure,Clojure,https://github.com/dgrnbrg/spyscope
228,scope-capture,588,14,588,16,2017-10-02T21:19:26Z,2024-07-17T11:57:04Z,95,Project your Clojure(Script) REPL into the same context as your code when it ran,Clojure,https://github.com/vvvvalvalval/scope-capture
229,trapperkeeper,587,75,587,10,2013-10-28T23:14:43Z,2025-02-04T02:09:53Z,1161,A services framework for Clojure / JVM applications.,Clojure,https://github.com/puppetlabs/trapperkeeper
230,cljs-http,587,94,587,30,2012-02-04T22:54:43Z,2025-01-03T17:37:01Z,231,A ClojureScript HTTP library.,Clojure,https://github.com/r0man/cljs-http
231,cherry,583,22,583,8,2022-07-20T10:09:47Z,2025-03-18T14:03:30Z,874,Experimental ClojureScript to ES6 module compiler,Clojure,https://github.com/squint-cljs/cherry
232,xforms,581,32,581,12,2015-09-03T09:19:12Z,2024-01-22T12:17:14Z,1294,Extra transducers and reducing fns for Clojure(script),Clojure,https://github.com/cgrand/xforms
233,potemkin,579,54,579,15,2010-09-04T19:45:51Z,2025-03-09T10:11:03Z,216,some ideas which are almost good,Clojure,https://github.com/clj-commons/potemkin
234,zprint,577,51,577,59,2016-09-22T02:28:31Z,2024-08-14T15:20:56Z,2662,"Executables, uberjar, and library to beautifully format Clojure and Clojurescript source code and s-expressions.",Clojure,https://github.com/kkinnear/zprint
235,toucan,572,49,572,23,2017-01-27T23:58:45Z,2023-10-04T22:44:49Z,687,A classy high-level Clojure library for defining application models and retrieving them from a DB,Clojure,https://github.com/metabase/toucan
236,swiss-arrows,571,23,571,8,2012-03-07T21:22:05Z,2019-06-14T13:17:24Z,66,a collection of arrow macros,Clojure,https://github.com/rplevy/swiss-arrows
237,npm-force-resolutions,570,28,570,50,2018-05-06T12:28:49Z,2022-12-22T11:17:22Z,377,Force npm to install a specific transitive dependency version,Clojure,https://github.com/rogeriochaves/npm-force-resolutions
238,PigPen,567,53,567,19,2013-12-12T22:56:45Z,2023-04-10T10:32:34Z,1821,Map-Reduce for Clojure,Clojure,https://github.com/Netflix/PigPen
239,clojure-scheme,564,21,564,5,2012-03-12T05:26:24Z,2020-01-12T14:23:03Z,3818,Clojure to Scheme to C to the bare metal.,Clojure,https://github.com/takeoutweight/clojure-scheme
240,proton,564,54,564,48,2015-10-06T04:54:07Z,2018-11-30T05:06:21Z,4861,space-atom. spacemacs and sublimious style editing in atom,Clojure,https://github.com/dvcrn/proton
241,coast,562,31,562,18,2017-12-26T04:31:31Z,2023-02-01T04:38:52Z,1217,The fullest full stack clojure web framework,Clojure,https://github.com/coast-framework/coast
242,eva,561,25,561,104,2019-05-29T16:10:47Z,2023-06-11T20:40:18Z,861,"A distributed database-system implementing an entity-attribute-value data-model that is time-aware, accumulative, and atomically consistent",Clojure,https://github.com/Workiva/eva
243,lein-ancient,558,33,558,19,2013-06-10T15:05:38Z,2021-10-26T06:21:57Z,521,Check your Projects for outdated Dependencies | Moved to Codeberg,Clojure,https://github.com/xsc/lein-ancient
244,clojure2d,555,24,555,6,2016-06-20T09:15:57Z,2025-02-03T11:13:45Z,160228,Java2D wrapper + creative coding supporting functions (based on Processing and openFrameworks),Clojure,https://github.com/Clojure2D/clojure2d
245,markdown-clj,552,121,552,26,2011-10-10T21:45:56Z,2025-02-07T14:15:08Z,1478,Markdown parser in Clojure,Clojure,https://github.com/yogthos/markdown-clj
246,play-cljc,550,14,550,9,2019-02-24T22:04:16Z,2023-10-05T15:58:48Z,118595,A Clojure and ClojureScript game library,Clojure,https://github.com/oakes/play-cljc
247,chime,549,39,549,7,2013-04-23T21:57:04Z,2024-05-03T12:12:41Z,119,A really lightweight Clojure scheduler,Clojure,https://github.com/jarohen/chime
248,martian,549,44,549,26,2016-04-18T17:59:39Z,2024-11-14T21:40:21Z,22900,"The HTTP abstraction library for Clojure/script, supporting OpenAPI, Swagger, Schema, re-frame and more",Clojure,https://github.com/oliyh/martian
249,data.json,549,60,549,2,2011-03-11T15:00:31Z,2024-11-27T20:33:03Z,321,JSON in Clojure,Clojure,https://github.com/clojure/data.json
250,joy,547,30,547,20,2019-09-02T13:46:26Z,2023-11-16T15:45:14Z,2320,A full stack web framework written in janet,Clojure,https://github.com/joy-framework/joy
251,conduit,546,95,546,1,2017-11-16T15:43:53Z,2023-10-27T19:08:48Z,6724,Real world application built with ClojureScript + re-frame,Clojure,https://github.com/jacekschae/conduit
252,magento-cache-clean,545,67,545,15,2018-08-08T18:05:40Z,2024-12-06T12:51:55Z,5344,A faster drop in replacement for bin/magento cache:clean with file watcher,Clojure,https://github.com/mage2tv/magento-cache-clean
253,tufte,545,21,545,2,2016-07-07T04:50:01Z,2024-11-15T13:50:09Z,692,Simple performance monitoring library for Clojure/Script,Clojure,https://github.com/taoensso/tufte
254,codeq,545,53,545,11,2012-09-28T13:51:36Z,2024-07-15T18:10:50Z,537,Creates Datomic dbs from git repos,Clojure,https://github.com/Datomic/codeq
255,odoyle-rules,544,21,544,21,2020-07-18T20:26:24Z,2023-10-05T15:58:14Z,14550,A rules engine for Clojure(Script),Clojure,https://github.com/oakes/odoyle-rules
256,cljdoc,543,79,543,62,2018-01-05T17:14:04Z,2025-03-28T00:37:29Z,23110,📚 A central documentation hub for the Clojure community,Clojure,https://github.com/cljdoc/cljdoc
257,conch,540,48,540,10,2012-01-21T00:51:36Z,2023-10-30T02:22:35Z,165,A flexible library for shelling out in Clojure,Clojure,https://github.com/Raynes/conch
258,polylith,540,49,540,19,2019-06-09T14:46:44Z,2025-01-25T08:11:19Z,51118,A tool used to develop Polylith based architectures in Clojure.,Clojure,https://github.com/polyfy/polylith
259,fipp,533,44,533,9,2013-01-11T02:18:25Z,2024-10-27T19:08:26Z,217,Fast Idiomatic Pretty Printer for Clojure,Clojure,https://github.com/brandonbloom/fipp
260,thread-first-thread-last-backwards-question-mark-as-arrow-cond-arrow-bang,522,4,522,1,2018-11-25T05:04:38Z,2020-04-02T11:53:53Z,5,The exciting new ->->><?as->cond->! macro,Clojure,https://github.com/randomcorp/thread-first-thread-last-backwards-question-mark-as-arrow-cond-arrow-bang
261,typedclojure,517,7,517,19,2020-02-20T06:09:28Z,2025-03-19T06:14:46Z,17388,An optional type system for Clojure,Clojure,https://github.com/typedclojure/typedclojure
262,day-of-datomic,516,101,516,7,2012-09-05T16:11:58Z,2024-07-15T18:11:00Z,173,Sample Code for Day of Datomic presentation,Clojure,https://github.com/Datomic/day-of-datomic
263,spec-provider,516,22,516,11,2016-06-08T21:35:19Z,2020-05-24T21:14:45Z,174,Infer Clojure specs from sample data. Inspired by F#'s type providers.,Clojure,https://github.com/stathissideris/spec-provider
264,tupelo,515,15,515,7,2014-06-30T20:19:28Z,2025-03-19T03:23:07Z,4857,Tupelo:  Clojure With A Spoonful of Honey,Clojure,https://github.com/cloojure/tupelo
265,storm-deploy,515,148,515,36,2011-09-02T19:20:13Z,2015-07-21T18:09:23Z,559,One click deploy for Storm clusters on AWS,Clojure,https://github.com/nathanmarz/storm-deploy
266,deuce,514,14,514,0,2012-04-14T10:01:27Z,2016-08-01T13:17:18Z,16022,Deuce is (not yet) Emacs under Clojure,Clojure,https://github.com/hraberg/deuce
267,prone,514,25,514,4,2014-08-19T08:35:24Z,2024-09-13T12:13:30Z,523,Better exception reporting middleware for Ring.,Clojure,https://github.com/magnars/prone
268,cloverage,513,101,513,68,2012-11-26T17:09:25Z,2024-11-06T00:42:28Z,772,Clojure test coverage tool,Clojure,https://github.com/cloverage/cloverage
269,workspaces,512,25,512,11,2018-07-03T14:45:26Z,2024-06-21T01:56:05Z,2543,Live development environment for Clojurescript,Clojure,https://github.com/nubank/workspaces
270,kit,510,47,510,23,2021-06-18T05:20:06Z,2025-03-25T16:50:04Z,1209,"Lightweight, modular framework for scalable web development in Clojure",Clojure,https://github.com/kit-clj/kit
271,clojure-contrib,509,81,509,3,2009-06-12T22:14:06Z,2024-01-22T21:26:29Z,3622,NOTE - the contrib libraries have moved to individual repos under Clojure:,Clojure,https://github.com/richhickey/clojure-contrib
272,graalvm-clojure,509,50,509,8,2019-05-11T17:05:19Z,2024-11-27T16:00:23Z,174,"This project contains a set of ""hello world"" projects to verify which Clojure libraries do actually compile and produce native images under GraalVM.",Clojure,https://github.com/clj-easy/graalvm-clojure
273,austin,508,31,508,20,2013-08-02T14:08:14Z,2022-01-24T21:14:46Z,453,"The ClojureScript browser-REPL rebuilt stronger, faster, easier.",Clojure,https://github.com/cemerick/austin
274,edge,508,62,508,38,2015-12-10T07:31:11Z,2021-09-13T21:05:17Z,2768,A Clojure application foundation from JUXT,Clojure,https://github.com/juxt/edge
275,pomegranate,508,61,508,0,2011-10-03T20:46:49Z,2025-03-26T20:47:51Z,344,A sane Clojure API for Maven Artifact Resolver + dynamic runtime modification of the classpath,Clojure,https://github.com/clj-commons/pomegranate
276,labrepl,506,81,506,3,2010-01-14T09:11:28Z,2014-12-03T20:20:06Z,2222,,Clojure,https://github.com/relevance/labrepl
277,promesa,505,58,505,20,2015-03-25T20:39:35Z,2024-08-19T18:36:44Z,1359,A promise library & concurrency toolkit for Clojure and ClojureScript.,Clojure,https://github.com/funcool/promesa
278,metabase-clickhouse-driver,505,96,505,34,2019-03-11T23:01:26Z,2025-03-19T19:25:58Z,600,ClickHouse database driver for the Metabase business intelligence front-end,Clojure,https://github.com/ClickHouse/metabase-clickhouse-driver
279,slamhound,502,38,502,18,2011-04-25T16:57:46Z,2020-10-01T20:00:38Z,472,Slamhound rips your namespace form apart and reconstructs it.,Clojure,https://github.com/technomancy/slamhound
280,editscript,502,23,502,11,2018-03-05T07:25:33Z,2025-01-25T22:45:27Z,767,A library to diff and patch Clojure/ClojureScript data structures,Clojure,https://github.com/juji-io/editscript
281,zk-web,501,153,501,19,2012-10-26T12:21:25Z,2021-01-22T09:52:52Z,236,A web UI for zookeeper,Clojure,https://github.com/qiuxiafei/zk-web
282,lein-ring,501,99,501,45,2010-12-07T21:33:17Z,2023-05-31T23:00:07Z,254,Ring plugin for Leiningen,Clojure,https://github.com/weavejester/lein-ring
283,mulog,499,47,499,8,2019-11-02T18:39:20Z,2025-03-27T10:34:54Z,4144,"μ/log is a micro-logging library that logs events and data, not words!",Clojure,https://github.com/BrunoBonacci/mulog
284,sequence,498,31,498,13,2020-09-02T16:55:25Z,2024-06-28T19:32:41Z,44,"Immutable, scalable, and easy to use ledger service.",Clojure,https://github.com/hoophq/sequence
285,Nightweb,496,70,496,9,2012-10-03T21:10:45Z,2016-07-11T13:38:51Z,8678,An anonymous P2P social network in Clojure,Clojure,https://github.com/oakes/Nightweb
286,joyride,490,17,490,7,2022-04-23T22:25:00Z,2024-10-16T20:54:39Z,6215,Making VS Code Hackable like Emacs since 2022,Clojure,https://github.com/BetterThanTomorrow/joyride
287,Doplarr,489,33,489,38,2021-08-10T17:50:55Z,2024-04-16T04:44:40Z,880,An *arr request bot for Discord,Clojure,https://github.com/kiranshila/Doplarr
288,gloss,484,57,484,8,2010-08-12T03:45:29Z,2023-07-28T20:59:17Z,361,"speaks in bytes, so you don't have to",Clojure,https://github.com/clj-commons/gloss
289,monger,484,108,484,22,2011-09-11T10:29:30Z,2024-11-28T20:12:01Z,1980,"Monger is an idiomatic Clojure MongoDB driver with sane defaults, batteries included, well documented, low overhead",Clojure,https://github.com/michaelklishin/monger
290,piggieback,483,48,483,9,2012-08-09T20:51:49Z,2025-01-01T14:23:58Z,255,nREPL support for ClojureScript REPLs,Clojure,https://github.com/nrepl/piggieback
291,dire,483,20,483,11,2012-12-28T16:25:13Z,2016-01-24T23:56:10Z,166,Erlang-style supervisor error handling for Clojure,Clojure,https://github.com/MichaelDrogalis/dire
292,lib-noir,480,47,480,7,2012-06-23T19:51:01Z,2018-09-15T21:13:31Z,288,"A set of libraries for ring apps, including stateful sessions.",Clojure,https://github.com/noir-clojure/lib-noir
293,maria,478,34,478,56,2016-11-11T12:02:03Z,2024-02-09T10:51:24Z,13272,A ClojureScript coding environment for beginners.,Clojure,https://github.com/mhuebert/maria
294,camel-snake-kebab,477,48,477,18,2012-10-14T12:55:04Z,2025-03-25T21:16:44Z,172,A Clojure[Script] library for word case conversions,Clojure,https://github.com/clj-commons/camel-snake-kebab
295,defun,477,20,477,1,2014-09-14T06:29:15Z,2023-10-20T16:42:02Z,48,A macro to define clojure functions with parameter pattern matching just like erlang or elixir.,Clojure,https://github.com/killme2008/defun
296,matcher-combinators,476,25,476,12,2017-12-19T22:06:51Z,2025-03-06T10:27:43Z,697,Library for creating matcher combinator to compare nested data structures,Clojure,https://github.com/nubank/matcher-combinators
297,beat-link-trigger,475,38,475,4,2016-05-13T05:05:56Z,2025-03-24T03:44:15Z,61636,Trigger events and automate shows in response to events on Pioneer CDJs,Clojure,https://github.com/Deep-Symmetry/beat-link-trigger
298,debux,474,19,474,3,2016-02-27T08:42:25Z,2024-03-16T15:24:14Z,2956,A trace-based debugging library for Clojure and ClojureScript.,Clojure,https://github.com/philoskim/debux
299,clojure.java-time,474,47,474,22,2015-12-06T08:12:48Z,2024-11-16T00:32:04Z,905,Java 8 Date-Time API for Clojure,Clojure,https://github.com/dm3/clojure.java-time
300,clojars-web,472,113,472,14,2009-11-15T00:19:16Z,2025-03-27T01:35:48Z,3836,A community repository for open-source Clojure libraries,Clojure,https://github.com/clojars/clojars-web
301,fluokitten,470,35,470,2,2013-05-19T18:14:00Z,2024-05-16T11:16:45Z,722,"Category theory concepts in Clojure - Functors, Applicatives, Monads, Monoids and more.",Clojure,https://github.com/uncomplicate/fluokitten
302,speclj,467,59,467,29,2010-11-09T01:45:42Z,2025-03-20T19:03:13Z,1144,"pronounced ""speckle"": a TDD/BDD framework for Clojure.",Clojure,https://github.com/slagyr/speclj
303,t3tr0s,466,28,466,18,2014-05-01T22:43:18Z,2017-06-10T01:08:43Z,20276,30th anniversary tetris in ClojureScript,Clojure,https://github.com/imalooney/t3tr0s
304,acha,466,33,466,9,2014-09-27T00:00:52Z,2024-05-12T14:47:48Z,1056,Git Achievements,Clojure,https://github.com/someteam/acha
305,re-graph,464,39,464,15,2017-10-17T18:59:09Z,2025-02-20T23:19:13Z,227,A graphql client for clojurescript and clojure,Clojure,https://github.com/oliyh/re-graph
