Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size,Description,Language,Repo URL,Size
35,sidekiq,13535,2482,13535,26,16/01/2012,11/06/2026,14.67 MB,"Simple, efficient background processing for Ruby",Ruby,https://github.com/sidekiq/sidekiq,14.67 MB
36,linguist,13522,5224,13522,240,09/05/2011,08/06/2026,40.99 MB,"Language Savant. If your repository's language is being reported incorrectly, send us a pull request!",Ruby,https://github.com/github-linguist/linguist,40.99 MB
37,capistrano,12965,1748,12965,64,26/02/2009,16/05/2026,4.54 MB,"A deployment automation tool built on Ruby, Rake, and SSH.",Ruby,https://github.com/capistrano/capistrano,4.54 MB
38,rubocop,12878,3111,12878,169,21/04/2012,11/06/2026,51.41 MB,"A Ruby static code analyzer and formatter, based on the community Ruby style guide.",Ruby,https://github.com/rubocop/rubocop,51.41 MB
39,sinatra,12444,2069,12444,50,14/01/2009,28/04/2026,7.64 MB,Classy web-development dressed in a DSL (official / canonical repo),Ruby,https://github.com/sinatra/sinatra,7.64 MB
40,ubicloud,12092,565,12092,104,17/01/2023,12/06/2026,21.77 MB,"Open source alternative to AWS. Elastic compute, block storage (non replicated), firewall and load balancer, managed Postgres, K8s, AI inference, and IAM services.",Ruby,https://github.com/ubicloud/ubicloud,21.77 MB
41,liquid,11806,1526,11806,418,08/05/2008,11/06/2026,6.43 MB,"Liquid markup language. Safe, customer facing template language for flexible web apps. ",Ruby,https://github.com/Shopify/liquid,6.43 MB
42,remote-working,11625,892,11625,1,22/10/2013,11/06/2026,2.13 MB,收集整理远程工作相关的资料,Ruby,https://github.com/greatghoul/remote-working,2.13 MB
43,faker,11620,3165,11620,32,24/12/2008,11/06/2026,14.65 MB,"A library for generating fake data such as names, addresses, and phone numbers.",Ruby,https://github.com/faker-ruby/faker,14.65 MB
44,fpm,11477,1066,11477,788,03/01/2011,22/04/2026,3.03 MB,"Effing package management! Build packages for multiple platforms (deb, rpm, etc) with great ease and sanity.",Ruby,https://github.com/jordansissel/fpm,3.03 MB
45,Learning-SICP,11242,1531,11242,1,14/11/2012,27/09/2023,8.86 MB,MIT视频公开课《计算机程序的构造和解释》中文化项目及课程学习资料搜集。,Ruby,https://github.com/DeathKing/Learning-SICP,8.86 MB
46,capybara,10166,1470,10166,60,04/11/2009,19/04/2026,12.36 MB,Acceptance test framework for web applications,Ruby,https://github.com/teamcapybara/capybara,12.36 MB
47,grape,9988,1230,9988,243,02/08/2010,11/06/2026,7.13 MB,An opinionated framework for creating REST-like APIs in Ruby.,Ruby,https://github.com/ruby-grape/grape,7.13 MB
48,activeadmin,9701,3325,9701,32,15/04/2010,10/06/2026,16.26 MB,The administration framework for Ruby on Rails applications.,Ruby,https://github.com/activeadmin/activeadmin,16.26 MB
49,wpscan,9626,1337,9626,1,11/07/2012,11/06/2026,58.43 MB,WPScan WordPress security scanner. Written for security professionals and blog maintainers to test the security of their WordPress websites. Contact us via contact@wpscan.com,Ruby,https://github.com/wpscanteam/wpscan,58.43 MB
50,guides,9553,1354,9553,14,27/07/2012,10/06/2026,1.01 MB,A guide for programming in style.,Ruby,https://github.com/thoughtbot/guides,1.01 MB
51,resque,9479,1655,9479,92,12/08/2009,27/02/2026,2.62 MB,"Resque is a Redis-backed Ruby library for creating background jobs, placing them on multiple queues, and processing them later.",Ruby,https://github.com/resque/resque,2.62 MB
52,dawarich,9292,305,9292,120,24/03/2024,11/06/2026,50.08 MB,Your favorite self-hostable alternative to Google Timeline (Google Location History),Ruby,https://github.com/Freika/dawarich,50.08 MB
53,how-to-contribute-to-open-source,9292,1865,9292,91,25/09/2016,30/05/2025,777.00 KB,A guide to contributing to open source,Ruby,https://github.com/freeCodeCamp/how-to-contribute-to-open-source,777.00 KB
54,octopress,9242,2561,9242,244,18/10/2009,29/03/2024,166.80 MB,Octopress is an obsessively designed framework for Jekyll blogging. It’s easy to configure and easy to deploy. Sweet huh?,Ruby,https://github.com/imathis/octopress,166.80 MB
55,gumroad,9215,1949,9215,6,03/04/2025,11/06/2026,205.08 MB,Sell stuff and see what sticks,Ruby,https://github.com/antiwork/gumroad,205.08 MB
56,paperclip,9020,2413,9020,53,10/04/2008,13/07/2023,3.50 MB,Easy file attachment management for ActiveRecord,Ruby,https://github.com/thoughtbot/paperclip,3.50 MB
57,bourbon,9012,859,9012,0,23/04/2011,13/09/2024,3.08 MB,A Lightweight Sass Tool Set,Ruby,https://github.com/thoughtbot/bourbon,3.08 MB
58,pghero,8877,480,8877,13,21/07/2014,27/04/2026,2.00 MB,A performance dashboard for Postgres,Ruby,https://github.com/ankane/pghero,2.00 MB
59,whenever,8871,719,8871,85,16/02/2009,02/03/2026,584.00 KB,Cron jobs in Ruby,Ruby,https://github.com/javan/whenever,584.00 KB
60,carrierwave,8785,1648,8785,66,28/08/2008,23/05/2026,4.96 MB,"Classier solution for file uploads for Rails, Sinatra and other Ruby web frameworks",Ruby,https://github.com/carrierwaveuploader/carrierwave,4.96 MB
61,kaminari,8680,1076,8680,75,06/02/2011,20/02/2026,1.53 MB,"⚡ A Scope & Engine based, clean, powerful, customizable and sophisticated paginator for Ruby webapps",Ruby,https://github.com/kaminari/kaminari,1.53 MB
62,sure,8637,148,8637,383,23/07/2025,11/06/2026,64.09 MB,The personal finance app for everyone (by everyone),Ruby,https://github.com/we-promise/sure,64.09 MB
63,pundit,8508,644,8508,14,04/11/2012,16/03/2026,730.00 KB,Minimal authorization through OO design and pure Ruby classes,Ruby,https://github.com/varvet/pundit,730.00 KB
64,community,8417,3814,8417,0,06/10/2020,27/05/2026,725.00 KB,"Public feedback discussions for: GitHub Mobile, GitHub Discussions, GitHub Codespaces, GitHub Sponsors, GitHub Issues and more!",Ruby,https://github.com/community/community,725.00 KB
65,simple_form,8228,1300,8228,36,28/12/2009,01/04/2026,2.81 MB,"Forms made easy for Rails! It's tied to a simple DSL, with no opinion on markup.",Ruby,https://github.com/heartcombo/simple_form,2.81 MB
66,chef,8190,2521,8190,354,15/01/2009,11/06/2026,384.75 MB,"Chef Infra, a powerful automation platform that transforms infrastructure into code automating how infrastructure is configured, deployed and managed across any environment, at any scale",Ruby,https://github.com/chef/chef,384.75 MB
67,factory_bot,8177,2557,8177,71,03/06/2008,04/05/2026,4.12 MB,A library for setting up Ruby objects as test data.,Ruby,https://github.com/thoughtbot/factory_bot,4.12 MB
68,omniauth,8080,974,8080,102,30/03/2010,27/02/2026,3.00 MB,OmniAuth is a flexible authentication system utilizing Rack middleware.,Ruby,https://github.com/omniauth/omniauth,3.00 MB
69,rails_admin,7958,2242,7958,213,01/08/2010,14/09/2025,20.50 MB,RailsAdmin is a Rails engine that provides an easy-to-use interface for managing your data,Ruby,https://github.com/railsadminteam/rails_admin,20.50 MB
70,puma,7899,1478,7899,82,23/09/2011,09/06/2026,12.65 MB,A Ruby/Rack web server built for parallelism,Ruby,https://github.com/puma/puma,12.65 MB
71,puppet,7877,2211,7877,96,14/09/2010,16/03/2026,88.33 MB,Server automation framework and application,Ruby,https://github.com/puppetlabs/puppet,88.33 MB
72,fizzy,7830,1141,7830,61,21/06/2024,10/06/2026,60.09 MB,Kanban as it should be. Not as it has been.,Ruby,https://github.com/basecamp/fizzy,60.09 MB
73,scientist,7719,493,7719,14,05/02/2014,24/11/2025,246.00 KB,:microscope: A Ruby library for carefully refactoring critical paths.,Ruby,https://github.com/github/scientist,246.00 KB
74,github-changelog-generator,7528,847,7528,129,31/10/2014,18/03/2026,2.43 MB,"Automatically generate change log from your tags, issues, labels and pull requests on GitHub.",Ruby,https://github.com/github-changelog-generator/github-changelog-generator,2.43 MB
75,jazzy,7385,414,7385,74,06/06/2014,23/04/2026,87.53 MB,Soulful docs for Swift & Objective-C,Ruby,https://github.com/realm/jazzy,87.53 MB
76,bullet,7328,452,7328,6,13/08/2009,02/06/2026,1.70 MB,help to kill N+1 queries and unused eager loading,Ruby,https://github.com/flyerhzm/bullet,1.70 MB
77,brakeman,7246,771,7246,111,27/08/2010,11/06/2026,44.87 MB,A static analysis security vulnerability scanner for Ruby on Rails applications,Ruby,https://github.com/presidentbeef/brakeman,44.87 MB
78,middleman,7111,752,7111,20,27/07/2009,08/05/2026,23.13 MB,Hand-crafted frontend development,Ruby,https://github.com/middleman/middleman,23.13 MB
79,paper_trail,7022,910,7022,12,27/05/2009,08/05/2026,3.84 MB,Track changes to your rails models,Ruby,https://github.com/paper-trail-gem/paper_trail,3.84 MB
80,dotfiles,6978,1360,6978,4,17/11/2011,17/01/2026,2.87 MB,"YADR - The best vim,git,zsh plugins and the cleanest vimrc you've ever seen",Ruby,https://github.com/skwp/dotfiles,2.87 MB
81,nodejs-learning-guide,6875,1207,6875,11,03/11/2016,22/08/2023,1.14 MB,"Nodejs学习笔记以及经验总结，公众号""程序猿小卡""",Ruby,https://github.com/chyingp/nodejs-learning-guide,1.14 MB
82,better_errors,6870,433,6870,68,08/12/2012,09/07/2024,1.46 MB,Better error page for Rack apps,Ruby,https://github.com/BetterErrors/better_errors,1.46 MB
83,pry,6833,607,6833,124,07/12/2010,02/03/2026,8.30 MB,A runtime developer console and IRB alternative with powerful introspection capabilities.,Ruby,https://github.com/pry/pry,8.30 MB
84,mailcatcher,6760,603,6760,46,25/10/2010,25/05/2024,942.00 KB,Catches mail and serves it through a dream.,Ruby,https://github.com/sj26/mailcatcher,942.00 KB
85,dotenv,6759,514,6759,14,24/07/2012,03/12/2025,726.00 KB,A Ruby gem to load environment variables from `.env`. ,Ruby,https://github.com/bkeepers/dotenv,726.00 KB
86,searchkick,6717,763,6717,8,15/07/2013,05/06/2026,3.21 MB,Intelligent search made easy,Ruby,https://github.com/ankane/searchkick,3.21 MB
87,canvas-lms,6681,2981,6681,457,01/02/2011,30/04/2026,2.16 GB,"The open LMS by Instructure, Inc.",Ruby,https://github.com/instructure/canvas-lms,2.16 GB
88,WhatWeb,6633,992,6633,50,30/09/2010,02/04/2026,10.86 MB,Next generation web scanner,Ruby,https://github.com/urbanadventurer/WhatWeb,10.86 MB
89,css-only-chat,6593,267,6593,14,07/05/2019,08/09/2023,21.00 KB,A truly monstrous async web chat using no JS whatsoever on the frontend,Ruby,https://github.com/kkuchta/css-only-chat,21.00 KB
90,lolcat,6545,233,6545,33,10/08/2011,05/03/2024,533.00 KB,Rainbows and unicorns!,Ruby,https://github.com/busyloop/lolcat,533.00 KB
91,chartkick,6525,560,6525,7,07/05/2013,31/03/2026,2.02 MB,Create beautiful JavaScript charts with one line of Ruby,Ruby,https://github.com/ankane/chartkick,2.02 MB
92,guard,6454,488,6454,67,02/08/2010,02/02/2026,3.94 MB,Guard is a command line tool to easily handle events on file system modifications.,Ruby,https://github.com/guard/guard,3.94 MB
93,geocoder,6447,1201,6447,55,15/04/2009,28/03/2026,3.09 MB,Complete Ruby geocoding solution.,Ruby,https://github.com/alexreisner/geocoder,3.09 MB
94,hanami,6371,547,6371,26,09/08/2013,10/06/2026,26.41 MB,A flexible framework for maintainable Ruby apps,Ruby,https://github.com/hanami/hanami,26.41 MB
95,friendly_id,6227,589,6227,33,18/04/2008,08/05/2026,3.80 MB,FriendlyId is the “Swiss Army bulldozer” of slugging and permalink plugins for ActiveRecord. It allows you to create pretty URL’s and work with human-friendly strings as if they were numeric ids for ActiveRecord models.,Ruby,https://github.com/norman/friendly_id,3.80 MB
96,cancan,6213,772,6213,244,17/11/2009,11/12/2021,648.00 KB,Authorization Gem for Ruby on Rails.,Ruby,https://github.com/ryanb/cancan,648.00 KB
97,foreman,6153,630,6153,72,18/05/2010,27/07/2025,1.20 MB,Manage Procfile-based applications,Ruby,https://github.com/ddollar/foreman,1.20 MB
98,vcr,6071,508,6071,87,25/02/2010,01/06/2026,3.45 MB,"Record your test suite's HTTP interactions and replay them during future test runs for fast, deterministic, accurate tests.",Ruby,https://github.com/vcr/vcr,3.45 MB
99,dnsmasq-china-list,6068,945,6068,39,02/06/2013,08/06/2026,407.44 MB,Chinese-specific configuration to improve your favorite DNS server. Best partner for chnroutes.,Ruby,https://github.com/felixonmars/dnsmasq-china-list,407.44 MB
100,synx,6049,266,6049,56,29/04/2014,18/07/2019,17.95 MB,A command-line tool that reorganizes your Xcode project folder to match your Xcode groups,Ruby,https://github.com/venmo/synx,17.95 MB
101,markup,6033,3371,6033,21,31/10/2009,10/06/2026,931.00 KB,Determines which markup library to use to render a content file (e.g. README) on GitHub,Ruby,https://github.com/github/markup,931.00 KB
102,autoskills,5989,558,5989,22,25/03/2026,09/06/2026,7.98 MB,One command. Your entire AI skill stack. Installed.,Ruby,https://github.com/midudev/autoskills,7.98 MB
103,progit,5984,2365,5984,19,27/07/2009,04/04/2019,32.42 MB,"Pro Git Book Content, 1st Edition - This content is deprecated. See 2nd edition at [progit2](https://github.com/progit/progit2)",Ruby,https://github.com/progit/progit,32.42 MB
104,redmine,5955,2434,5955,3,19/11/2012,11/06/2026,109.71 MB,Mirror of redmine code source - Official Subversion repository is at https://svn.redmine.org/redmine - contact: @vividtone or maeda (at) farend (dot) jp,Ruby,https://github.com/redmine/redmine,109.71 MB
105,faraday,5948,1021,5948,60,10/12/2009,01/06/2026,3.32 MB,"Simple, but flexible HTTP client library, with support for multiple backends.",Ruby,https://github.com/lostisland/faraday,3.32 MB
106,wayback-machine-downloader,5897,802,5897,199,25/07/2015,08/02/2024,164.00 KB,Download an entire website from the Wayback Machine.,Ruby,https://github.com/hartator/wayback-machine-downloader,164.00 KB
107,httparty,5893,966,5893,43,28/07/2008,04/03/2026,1.56 MB,:tada: Makes http fun again!,Ruby,https://github.com/jnunemaker/httparty,1.56 MB
108,ransack,5864,824,5864,156,31/03/2011,31/05/2026,42.96 MB,Object-based searching. ,Ruby,https://github.com/activerecord-hackery/ransack,42.96 MB
109,concurrent-ruby,5830,412,5830,49,23/07/2013,05/06/2026,10.88 MB,"Modern concurrency tools including agents, futures, promises, thread pools, supervisors, and more. Inspired by Erlang, Clojure, Scala, Go, Java, JavaScript, and classic concurrency patterns.",Ruby,https://github.com/ruby-concurrency/concurrent-ruby,10.88 MB
110,rack-attack,5741,344,5741,16,29/07/2012,05/04/2026,983.00 KB,Rack middleware for blocking & throttling,Ruby,https://github.com/rack/rack-attack,983.00 KB
111,fast-ruby,5730,374,5730,46,13/10/2014,29/12/2025,1.37 MB,:dash: Writing Fast Ruby :heart_eyes: -- Collect Common Ruby idioms.,Ruby,https://github.com/fastruby/fast-ruby,1.37 MB
112,maximum-awesome,5699,956,5699,35,18/06/2013,03/08/2025,400.00 KB,Config files for vim and tmux.,Ruby,https://github.com/square/maximum-awesome,400.00 KB
113,will_paginate,5694,858,5694,46,25/02/2008,24/11/2025,1.05 MB,Pagination library for Rails and other Ruby applications,Ruby,https://github.com/mislav/will_paginate,1.05 MB
114,cancancan,5689,636,5689,95,19/02/2014,27/01/2025,3.62 MB,The authorization Gem for Ruby on Rails.,Ruby,https://github.com/CanCanCommunity/cancancan,3.62 MB
115,danger,5679,488,5679,166,29/09/2015,11/06/2026,3.63 MB,"🚫 Stop saying ""you forgot to …"" in code review (in Ruby)",Ruby,https://github.com/danger/danger,3.63 MB
116,zammad,5672,1004,5672,465,02/04/2012,11/06/2026,949.69 MB,Zammad is a web based open source helpdesk/customer support system.,Ruby,https://github.com/zammad/zammad,949.69 MB
117,dependabot-core,5641,1421,5641,1457,02/06/2017,12/06/2026,115.44 MB,🤖 Dependabot's core logic for creating update PRs.,Ruby,https://github.com/dependabot/dependabot-core,115.44 MB
118,x-cli,5569,405,5569,59,23/11/2011,08/06/2026,3.90 MB,A command-line power tool for Twitter.,Ruby,https://github.com/sferik/x-cli,3.90 MB
119,doorkeeper,5498,1079,5498,50,18/11/2011,05/06/2026,4.30 MB,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,Ruby,https://github.com/doorkeeper-gem/doorkeeper,4.30 MB
120,graphql-ruby,5449,1416,5449,61,05/02/2015,28/05/2026,226.94 MB,Ruby implementation of GraphQL ,Ruby,https://github.com/rmosolgo/graphql-ruby,226.94 MB
121,evil-winrm,5395,680,5395,0,28/05/2019,02/06/2026,2.73 MB,The ultimate WinRM shell for hacking/pentesting,Ruby,https://github.com/Hackplayers/evil-winrm,2.73 MB
122,slim,5374,497,5374,17,13/09/2010,23/05/2026,2.38 MB,Slim is a template language whose goal is to reduce the syntax to the essential parts without becoming cryptic.,Ruby,https://github.com/slim-template/slim,2.38 MB
123,active_model_serializers,5343,1379,5343,190,01/12/2011,08/12/2025,4.40 MB,ActiveModel::Serializer implementation and Rails hooks,Ruby,https://github.com/rails-api/active_model_serializers,4.40 MB
124,solidus,5306,1389,5306,110,18/02/2015,09/06/2026,107.27 MB,"🛒 Solidus, the open-source eCommerce framework for industry trailblazers.",Ruby,https://github.com/solidusio/solidus,107.27 MB
125,webpacker,5276,1449,5276,21,07/12/2016,16/07/2024,5.33 MB,Use Webpack to manage app-like JavaScript modules in Rails,Ruby,https://github.com/rails/webpacker,5.33 MB
126,draper,5274,523,5274,28,30/06/2011,29/05/2026,1.40 MB,Decorators/View-Models for Rails Applications,Ruby,https://github.com/drapergem/draper,1.40 MB
127,rspec-rails,5270,1047,5270,60,23/12/2009,03/06/2026,4.77 MB,RSpec for Rails 7+,Ruby,https://github.com/rspec/rspec-rails,4.77 MB
128,thor,5259,550,5259,127,07/05/2008,26/05/2026,2.94 MB,Thor is a toolkit for building powerful command-line interfaces.,Ruby,https://github.com/rails/thor,2.94 MB
129,aasm,5219,648,5219,172,28/02/2008,17/05/2026,1.98 MB,"AASM - State machines for Ruby classes (plain Ruby, ActiveRecord, Mongoid, NoBrainer, Dynamoid)",Ruby,https://github.com/aasm/aasm,1.98 MB
130,rest-client,5216,930,5216,140,07/12/2009,19/05/2024,1.42 MB,"Simple HTTP and REST client for Ruby, inspired by microframework syntax for specifying actions.",Ruby,https://github.com/rest-client/rest-client,1.42 MB
131,formtastic,5215,625,5215,6,07/04/2008,28/02/2026,4.09 MB,A Rails form builder plugin with semantically rich and accessible markup.,Ruby,https://github.com/formtastic/formtastic,4.09 MB
132,cucumber-ruby,5210,1118,5210,31,17/04/2008,11/06/2026,16.74 MB,Cucumber for Ruby. It's amazing!,Ruby,https://github.com/cucumber/cucumber-ruby,16.74 MB
133,asciidoctor,5191,837,5191,669,01/06/2012,29/04/2026,18.57 MB,":gem: A fast, open source text processor and publishing toolchain, written in Ruby, for converting AsciiDoc content to HTML 5, DocBook 5, and other formats.",Ruby,https://github.com/asciidoctor/asciidoctor,18.57 MB
134,react_on_rails,5191,629,5191,114,20/08/2015,12/06/2026,48.51 MB,"Integration of React + Webpack + Rails including server-side rendering of React, enabling a better developer experience and faster client performance.",Ruby,https://github.com/shakacode/react_on_rails,48.51 MB
135,rails-api,5132,271,5132,13,17/03/2012,02/05/2021,182.00 KB,Rails for API only applications,Ruby,https://github.com/rails-api/rails-api,182.00 KB
136,colorls,5123,398,5123,90,29/06/2017,20/03/2026,40.16 MB,"A Ruby gem that beautifies the terminal's ls command, with color and font-awesome icons. :tada:",Ruby,https://github.com/athityakumar/colorls,40.16 MB
137,rack,5122,1677,5122,31,24/12/2008,11/06/2026,10.41 MB,A modular Ruby web server interface.,Ruby,https://github.com/rack/rack,10.41 MB
138,sequel,5086,1074,5086,0,31/03/2008,08/06/2026,60.62 MB,Sequel: The Database Toolkit for Ruby,Ruby,https://github.com/jeremyevans/sequel,60.62 MB
139,fast_jsonapi,5038,423,5038,103,01/02/2018,06/03/2023,336.00 KB,No Longer Maintained - A lightning fast JSON:API serializer for Ruby Objects.,Ruby,https://github.com/Netflix/fast_jsonapi,336.00 KB
140,acts-as-taggable-on,4995,1193,4995,215,21/03/2008,27/02/2026,1.29 MB,A tagging plugin for Rails applications that allows for custom tagging along dynamic contexts.,Ruby,https://github.com/mbleigh/acts-as-taggable-on,1.29 MB
141,pagy,4973,447,4973,0,31/12/2017,08/06/2026,38.77 MB,🏆 The Best Pagination Ruby Gem 🥇,Ruby,https://github.com/ddnexus/pagy,38.77 MB
142,opal,4924,336,4924,151,24/04/2009,07/05/2026,20.31 MB,Ruby ♥︎ JavaScript,Ruby,https://github.com/opal/opal,20.31 MB
143,simplecov,4901,573,4901,4,15/08/2010,10/06/2026,3.75 MB,Code coverage for Ruby with a powerful configuration library and automatic merging of coverage across test suites,Ruby,https://github.com/simplecov-ruby/simplecov,3.75 MB
144,bundler,4881,1970,4881,0,26/01/2010,19/03/2021,221.57 MB,Manage your Ruby application's gem dependencies,Ruby,https://github.com/rubygems/bundler,221.57 MB
145,backup,4870,668,4870,6,01/10/2009,03/07/2024,3.43 MB,Easy full stack backup operations on UNIX-like systems.,Ruby,https://github.com/backup/backup,3.43 MB
146,wraith,4827,353,4827,123,23/01/2013,16/01/2026,9.25 MB,Wraith — A responsive screenshot comparison tool,Ruby,https://github.com/bbc/wraith,9.25 MB
147,prawn,4815,696,4815,91,04/04/2008,18/04/2026,43.24 MB,"Fast, Nimble PDF Writer for Ruby",Ruby,https://github.com/prawnpdf/prawn,43.24 MB
148,lolcommits,4811,249,4811,40,02/10/2011,19/04/2026,2.19 MB,:camera: git-based selfies for software developers,Ruby,https://github.com/lolcommits/lolcommits,2.19 MB
149,blazer,4789,499,4789,32,01/10/2014,27/05/2026,4.32 MB,Business intelligence made simple,Ruby,https://github.com/ankane/blazer,4.32 MB
150,explore,4777,14263,4777,17,16/09/2017,11/06/2026,70.65 MB,Community-curated topic and collection pages on GitHub,Ruby,https://github.com/github/explore,70.65 MB
